env_id,timestamp,env_mode,env_frequency,env_source_count,env_receiver_count,env_range_count,env_max_depth,env_ssp_type,prt_mode,prt_success,prt_error_msg,prt_freq,prt_ssp_points,prt_ssp_min_speed,prt_ssp_max_speed,prt_ssp_mean_speed,prt_ssp_std_speed,prt_depth_min,prt_depth_max,prt_depth_range,prt_source_depths,prt_receiver_depths,prt_ranges,prt_beam_angles,prt_run_time,arr_arrival_count,arr_min_time,arr_max_time,arr_mean_time,arr_std_time,arr_min_amplitude,arr_max_amplitude,arr_mean_amplitude,arr_std_amplitude,arr_angle_spread,arr_phase_variance,ray_ray_count,ray_total_points,ray_max_range,ray_max_depth,ray_avg_ray_length,ray_path_complexity,ray_turning_points,ray_bounce_count,shd_grid_size,shd_range_extent,shd_depth_extent,shd_min_tl,shd_max_tl,shd_mean_tl,shd_std_tl,shd_tl_gradient,shd_energy_distribution
B016_ray,2025-08-01 17:58:57.879794,ray,,0,0,0,2393.0,A' 0.0,ray,1,,990.2,39,1460.0,1600.0,1466.9646153846154,22.155221511794608,0.0,2593.0,2593.0,[],[],[],[],,,,,,,,,,,,,1.0,26953.0,50231.16472963069,2393.0004163326507,5993376.711361388,402.47040687379433,179.0,0.0,,,,,,,,,
B016_shd,2025-08-01 17:58:58.231646,shd,,0,0,0,2393.0,C'				! Run type,shd,1,,990.2,39,1460.0,1600.0,1466.9646153846154,22.155221511794608,0.0,2593.0,2593.0,[],[],[],[],,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,
B017_arr,2025-08-01 17:58:58.613434,arr,,0,0,0,924.3,A'				! Run type,arr,1,,1305.0,29,1478.3,1600.0,1494.7627586206897,21.082882564241512,0.0,1124.3,1124.3,[],[],[],[],,115052.0,0.141945094,213.0,17.6253864756981,7.042934966027305,4.23547142e-10,201.0,0.00218457103140472,0.6085634766925953,426.0,94721.05307076129,,,,,,,,,,,,,,,,,
B017_ray,2025-08-01 17:58:58.774218,ray,,0,0,0,924.3,A' 0.0,ray,1,,1305.0,29,1478.3,1600.0,1494.7627586206897,21.082882564241512,0.0,1124.3,1124.3,[],[],[],[],,,,,,,,,,,,,1.0,79723.0,50091.19894174894,924.3003022343124,6224902.272618244,538.400618507927,159.0,0.0,,,,,,,,,
B017_shd,2025-08-01 17:58:59.700162,shd,,0,0,0,924.3,C'				! Run type,shd,1,,1305.0,29,1478.3,1600.0,1494.7627586206897,21.082882564241512,0.0,1124.3,1124.3,[],[],[],[],,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,
B018_arr,2025-08-01 17:58:59.977883,arr,,0,0,0,1433.4,A'				! Run type,arr,1,,1213.0,39,1487.67,1600.0,1500.6905128205128,17.537587757510995,0.0,1633.4,1633.4,[],[],[],[],,151839.0,0.16174905,243.500015,21.427534675685113,8.255615854588497,3.71479625e-09,201.0,0.0016679273494334215,0.5309311695903036,487.000031,107610.46902336698,,,,,,,,,,,,,,,,,
B018_ray,2025-08-01 17:59:00.221884,ray,,0,0,0,1433.4,A' 0.0,ray,1,,1213.0,39,1487.67,1600.0,1500.6905128205128,17.537587757510995,0.0,1633.4,1633.4,[],[],[],[],,,,,,,,,,,,,1.0,28438.0,50138.19301334655,1433.4003409069624,3081022.682828688,260.8596850237503,69.0,0.0,,,,,,,,,
B018_shd,2025-08-01 17:59:00.603092,shd,,0,0,0,1433.4,C'				! Run type,shd,1,,1213.0,39,1487.67,1600.0,1500.6905128205128,17.537587757510995,0.0,1633.4,1633.4,[],[],[],[],,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,
B019_arr,2025-08-01 17:59:00.933924,arr,,0,0,0,4815.2,A'				! Run type,arr,1,,1025.0,52,1476.28,1600.0,1493.355576923077,17.313774686587813,0.0,5015.2,5015.2,[],[],[],[],,113205.0,0.158363819,236.5,21.598626460225237,7.919899159307101,1.95254882e-10,201.0,0.002194627902584705,0.6121818503181499,473.0,16120.024942687727,,,,,,,,,,,,,,,,,
B019_ray,2025-08-01 17:59:01.097931,ray,,0,0,0,4815.2,A' 0.0,ray,1,,1025.0,52,1476.28,1600.0,1493.355576923077,17.313774686587813,0.0,5015.2,5015.2,[],[],[],[],,,,,,,,,,,,,1.0,32824.0,50460.6107068046,4815.201058237871,10573943.25197124,728.3660061061295,314.0,0.0,,,,,,,,,
B019_shd,2025-08-01 17:59:01.530998,shd,,0,0,0,4815.2,C'				! Run type,shd,1,,1025.0,52,1476.28,1600.0,1493.355576923077,17.313774686587813,0.0,5015.2,5015.2,[],[],[],[],,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,
B020_arr,2025-08-01 17:59:01.851230,arr,,0,0,0,467.0,A'				! Run type,arr,1,,2210.0,35,1489.73,1600.0,1499.8728571428571,17.64085575692786,0.0,667.0,667.0,[],[],[],[],,159064.0,0.181658342,272.5,19.53307719265754,8.287254606616768,5.29860067e-09,201.0,0.0015017822803497494,0.5119936656281282,545.0,315141.1726317381,,,,,,,,,,,,,,,,,
B020_ray,2025-08-01 17:59:02.110893,ray,,0,0,0,467.0,A' 0.0,ray,1,,2210.0,35,1489.73,1600.0,1499.8728571428571,17.64085575692786,0.0,667.0,667.0,[],[],[],[],,,,,,,,,,,,,1.0,247005.0,50045.62192966762,467.00018146022023,8176096.94264375,920.9468714228714,175.0,0.0,,,,,,,,,
B020_shd,2025-08-01 17:59:05.078552,shd,,0,0,0,467.0,C'				! Run type,shd,1,,2210.0,35,1489.73,1600.0,1499.8728571428571,17.64085575692786,0.0,667.0,667.0,[],[],[],[],,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,
B021_arr,2025-08-01 17:59:05.363139,arr,,0,0,0,3157.0,A'				! Run type,arr,1,,1515.0,41,1481.99,1600.0,1499.2121951219513,18.127715004351778,0.0,3357.0,3357.0,[],[],[],[],,50055.0,0.132586733,200.0,16.88516964613517,6.896573333639156,2.60775707e-10,201.0,0.004764536800728283,0.9126888717075018,400.0,16624.629474831814,,,,,,,,,,,,,,,,,
B021_ray,2025-08-01 17:59:05.436677,ray,,0,0,0,3157.0,A' 0.0,ray,1,,1515.0,41,1481.99,1600.0,1499.2121951219513,18.127715004351778,0.0,3357.0,3357.0,[],[],[],[],,,,,,,,,,,,,1.0,19169.0,50261.93673465142,3157.0013557679317,3132501.958057906,225.55978270677085,92.0,0.0,,,,,,,,,
B021_shd,2025-08-01 17:59:05.661862,shd,,0,0,0,3157.0,C'				! Run type,shd,1,,1515.0,41,1481.99,1600.0,1499.2121951219513,18.127715004351778,0.0,3357.0,3357.0,[],[],[],[],,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,
B022_arr,2025-08-01 17:59:05.944995,arr,,0,0,0,2577.0,A'				! Run type,arr,1,,648.2,37,1460.0,1600.0,1466.9483783783785,22.64200324361466,0.0,2777.0,2777.0,[],[],[],[],,62396.0,0.147322863,215.5,19.99014481348309,7.127944479036285,3.96510776e-11,201.0,0.0037728010582796854,0.815433773796219,431.0,21062.8306219031,,,,,,,,,,,,,,,,,
